,Video.URL,Topic,Comment
14,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,We the people of South are rich in culture and we r proud of it . North doesn't know anything about culture
15,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,The man have guts. Believe him.
16,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,Don't ban it regulate it.  Kamal hassan what a quote should go in books forever
17,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,Every word and statement he made sense in every manner
18,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,"i agree ,,dont ban  but regulate.."
19,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,King Kamal is the best. Long Live the Pride of Indian Cinema. We support Kamal.
20,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,"Presstitutes are in love with muslim names, Kamal does not have a surname. He should never be Mr.Hasan, they are just obssesd with hassans and hussains"
21,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,Sati should not have been banned.That was also age old custom in Rajesthan.
22,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,Talking about law here! Men created it and now arguing on it! Do not interfere in a traditional practice in the name of law which has never been stable for the past thousands of years! Do a research on the loops in laws where people are using those loops to escape from the crime that they have commited! Apply these laws in something which is really important rather than applying it in unnecessary things! Vaalghe Tamil Nadu! Vaalghe India! Jai Hind!!!!!
23,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,"Your comment is baseless. I study in London,LSE (from Chennai).<br>I have seen this sport several times and the people who owns this bulls. This people don't torment the animals rather they build the bull by providing them the best and healthy food, I would compare it with owning a Racing Motor sport Crew.They give best of everything as they want there bull to win. Well the difference is Motor Sport is owned by Billionaires . But , This people who owns this bulls struggle for a meal a day, But they make sure the bull gets best of every thing. The bull is like a brother to them its Family.( How would you expect them to be cruel to there own family ?). Well about the sport it not like  100 people are gonna jump on the cow rather Its only one person has to Hug the bull For 15 Meters which bull wins is the best bull so its the highest paid bread . This sport has been for more than 3000 years you can not Ban a sport rather regulate it, Well It already under control by the state government, Its Governed by IAS. Speaking of culture up here in London If you buy a house your not allowed to Paint are modify the exterior of your own house, Its because they want to be conservative about there culture, In a city Like London who are developed and modern they spent a lot to stay conservative, why not a country like India? We are running towards Modern culture Which is good,But that doesn't mean we have to forget Who we are. <br>Well, I will put this in a simpler way There is huge Business behind this Ban. India is Number 1 in Diary farming, What if companies take over this business. We are buying Milk for 50 Rupees now, If its take over by Corporate They would sell it for 200 Rupees. In this case What if all the bulls are dead eventually the cows will die as well.<br>So corporates will show up giving us  Diary products for much higher price. <br>So think about it. Its about our country.<br><br>Regards <br>SharanRaj"
24,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,"Regulation in India?  As if there is not enough corruption?  Either make it totally legal or ban it. <br>And why biriyani and automobile accidents are thrown into this issue?  In what way one bad thing justifies the other?  The issue is purely on animal cruelty and any discussions and solutions should be based on that only.  Everything is relative as the word ""humane"" is up to the interpretation of the people."
25,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,"It's a Indian pride not only for Tamil nadu <a href=""http://www.youtube.com/results?search_query=%23BanPETA"">#BanPETA</a> save our culture. 😕😕😕"
26,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,kamal is always bold & correct.
27,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,Nobody noticed he is speaking american !!!! thats sarcasm...
28,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,I Support jallikattu bt don't support anti national act n osama bin laden
29,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,mr hassan lol ffs just call him kamal or kamalhassan
30,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,"Even in OLYMPICS there r lot of violations secretly.did they ban it?In spain they kill the bull merciless by poking ,in their native sport saying its traditional.But here no bulls die.Therre r lot of rules follwed..only the dared men participate and very few die.Some misconceptions and misleading videos took on purpose from PETA side long back and some antielements who  bet for money  abused the bulls for their purpose.Also this is 5000 yr back tradition in India mentioned even in mahabarat where krishna himself embraced 7 bulls to marry his uncle 's daughter.True manliness and heroism  in olden days was showed in this way only not by any styles which our urban  youngster doing these days.But apart from this ,have to think why PETA who kills 90% of the animals comes to their shelter in USA in the name of ETHANASIA.This is accepted by PETA SPOKESMAN himself saying""over population of animals make them to do ethanasia"".Can a savage and canibol teach vegetarianism???did PETA and AWBI spared single mony to save the native bulls going for slaughter?why cant they give them relife,rehailitate them, in the money they spend in crore for this case?They have spend around 2.5 crore for appointing lawyers for this single hearing..where does this money comes from????Think. There is an international network behind this problem to bring the milk industry across  the globe in the hands of 13 families (western) who have the a2 type milk patent which can be. produced only by native breeds not by jersey cows.This network wants to destroy our native breeds (already done in lot of states in our country).Pl bring awareness to all fellows in INDIA and read lot about a1 and a2 milk,what type of milk w r drinking (thats not milk at all.only20-30%is milk, that too a1 milk which gives lot deseases which promotes the parmacitical companies around world)and wat will our generation drink???this is not a problem of jallikattu.this is for our land ,agriculture ,healthy living,identity  and so on."
31,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,Real hero..he is legend..
32,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,I REQUEST NDTV CHANNEL TO CONSIDER THAT STRAY DOGS ARE VERY DANGEROUS ANIMALS. THEY ARE CAUSING THREAT TO MANY PEOPLE IN INDIA. PEOPLE WHO SUPPORT STRAY DOGS TRAVEL IN SAFETY MODE OF TRANSPORT. IN THE SAME WAY STRAY DOGS ARE CAUSING HUGE THREAT TO HUMAN BEINGS.
33,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,I REQUEST NDTV CHANNEL TO CONSIDER THAT STRAY DOGS ARE VERY DANGEROUS ANIMALS. THEY ARE CAUSING THREAT TO MANY PEOPLE IN INDIA. PEOPLE WHO SUPPORT STRAY DOGS TRAVEL IN SAFETY MODE OF TRANSPORT.
34,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,Ban slaughterhouses and export of beef completely...Jallikattu is well regulated. Men participate well knowing the consequences. Peta is a stupid organisation with double standards. Banish them from the face of Earth.
35,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,no one can't ban indian culture.if u wanna try to ban u all will get slipper from us
36,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,Mr. kamal sir...right... justified... the truth .... but there is su swamy .... wrong way of talk... they have to escape some issue ... they using some tricks.... nhrc .... what they are going to justify ..let us c
37,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,Very well said Mr. Haasan
38,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,Well done KamalHasan!
39,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,"it is mandatory and  made it compuslory to revist each coperative farming methods usage and counts of their business as govt and private how for we need proper debate we need to c who are agriculture minsteer in each state and work carried what is land coverage and animal farming each <br><br>and each state a district and group of places in district a big forum should be just like every month on month so that only we can make it process and bfing to best economic price and exports good variety we dont c nothing <br><br><br>all that some x and y fooliosh bastard talking as peta what lot of invaders coming already occupied as sleepr cell ffrom each party who knows <br><br>we need to bring sollid regulation that is what <br><br>indian district  group of places froming a district dont have labour laws i, central and state all that police station business to be expanded are they are law makers are business makers it is to c <br><br>watchman to any thing they been used  what for labour law state law what is human rights what is it shaming <br><br>it is some state u point it up shame it reflect whole nation a pm this much lethargy declaring ordiance when some one is absecnt a major decison maker and firm decider of carryhing it is loss <br><br>a bjp to make business it is clearlyh evident shown openly this is what politcs"
40,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,what is our extranal minster carried as a talk it is state intrest or milk is not the immunity  be it flesh eaters or meat eaters we consume and drink dont u c  anything a consumption slowly showing a biggest bad sign as price and bad sign as inflation rise in price <br><br>as 500 ml milkpockets cost is so big a delhi people can argue is cheap or any welathiest state is that so <br><br>it is shame to understand how for we been <br><br>what as state cooperative  animal and agriculture  farming - how for private how for outsider private comes as royality as patent what is going on <br><br>how that a coke carried a milk as distribution <br><br>coke and pepsi should go out and we need strong autonomy rules in each state and central <br><br>we dont c as simple the invaders outside come and occupy and they deciding factor  what people should eat <br><br>cheeck out indian broiler and egg how much we look as potential <br><br>a study of allopathy related to disease alilments calcium and all that <br><br>what kind of sports to be carried encourage milk kusthi kabbadi some thing as men and women <br><br>and we dont bother nothing as welfare of people as immunity just what for amul milk what  for panner bavu baji<br><br>all that made of milk bread to confentionary sweets <br><br>so much lethargy of shaming a state
41,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,"indian currency get devalue to make devalue itself budget to politcs and work of developement is clearly shown <br><br>highest politcal drama be if films made be it national channel or state channel carries as programme and what as private related all filmy bufoons is the only agenad as much as cosemetics is top prior<br><br>do we are made agreement with any contry media other country this is what programmes<br><br>a wide debate  do each state has agriculutre colleges y dont bring and talk be it what ever language and have best translator let we c <br><br>urban industries  what is going , what is service business carried it is shame too much of central and state playing as semontize digitalize and now banning a state holdiay atmost at festival eve <br><br>it is shame humilation all that carried how that carried how that shamed<br><br>what kind of north media channel coverd do u ever understand<br>what is so for  carried <br><br>u know what is more than that as per limited execution of information u carry did ever show peta member of unites states and all country members <br><br>and recent lot of things invariably sneeking their business india"
42,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,yup lift all bans cos india is unable to enforce it<br>and lets put dat resources in proper cause
43,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,"what is medai first do we have proper news of question and answer we talk as if we talk any one as question and answer is that healthy or do we have stuff to prepare good homework <br><br>first media where theat u collect which kind of analysis u make when u ask questions none of media never showed single person of peta <br><br>we talk lot of things i happen search so many websites all that but none of visual active members of all state ,<br><br>lot of country the people carry a talk of freedom and make presentation in their degrees persued over all what this country plans each one y dont u regulate and make with funding will be done by our side <br><br>so from there they come forward about raping , mesturation cycle , periods<br><br>and it goes to the leve afforestation , banning a livily hood sports <br>not to gain this much profit from trees<br><br>but we c most wooden houses wooden flooring mostly 200 percent execute in other countries <br><br>we c hardly at resorts we dont have wooden flooring hardly very few<br><br>so banning to grow and banning to cut which country formed , where to take food do u question which food i should take <br><br>the story of egg itself still we dont understand and innvoation of allopathy business<br>and what is about siddha medicine y it is not so constructive as strength and immunity in tamilnadu we have where somewhere in corner <br>it is a shame roots stil evident to support so many cases of immunity <br><br>and govt hospital exapansion govt siddha expansion as district wider perspective we stilll hunt for books and private clincs as choice fate of india is because privatisation <br><br>what as govt will learn <br>it is highly shaming every indian employment exchange still people decades of waitning without any facts and figures should not bla bla bla on that <br><br>kindly dont over judge the nation is going as the percentage of job this much percentage is highly false information to project how the loan is projected to get a sanctioned same way <br><br>to fund from other country to fund for other montery fund all that make and made every country has its own demerits<br><br>a scheme and polices it is suitable to 100 members or 1lakh member that's it it does not feed to entire country it a scheme if that takes correct figures it is not at all possible <br><br>we dont have proper map to regulation or regulators as and when politcan word of mouth as talk that is what infused as laaw this is what teaching so for schools to education  if u ask tommrow <br><br>even the stome wil made saying yesterday born today is GOD and GODESS is that what we understand as spirtuality or politcan <br><br>no way different tommrow thier  wax or stone statue is GOD as party  itself a great learning curve <br><br>fate of indians what as we understand as district labour  law or state or central law forced to c circus often"
44,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,"regulate word is that strictly highly hidden be it any law enforced as central or state or labour law <br><br>prior to that do we proper understanding about what as complaints register how for we bear saying some one x carried the issue as ban or y made this comment <br><br>we dont even receive message who are peta first ,how many member work in us as member and each country who are  members<br><br>carried how many meber of india carry animal advisory way of protection directly indirectly as protection and peta forms of other country invaders who just get fund rolling by x or y top most people poweful in busienss zone of politcs with coproprate funds or to find a new way devalue the country markett<br><br><br>we still dont understand like jailkattu when a milk is questioned and taken away some one x or y as useless and u get to feed as the life with injected as frozen egg to reproduce all that to fool indain people<br><br>already indian health cases - is highly detroiationg more than indian life style and physcial fitness and people in lesser age get lot of disorders complication invariably<br><br>so it is first step be it coke to pepsi and their energy drinks and their milk business , now a days lot of sports highly the tradition is slowly made to deviate and made to focus as couach potato move as work jobs  to brains <br><br>we c as opportunity invariably we been accepting as slave as sports whatever other country rules and regulation it is shaming <br><br>indian needed proper state to state universal protection to enter in to market or to protect our politan or board should document major things plants , foods<br>now broiler chicken flesh do u like as if as hotel mixed with all masala it looks good over all we are not eating healthy stuff<br><br>now we are chaning to prepare ourself from making masalas to even making kitchen receipes powder each resident started making market is flooded which is orginal and duplicate<br><br>still we c agricutlure this much loss how each company making of powder masalas how that possible even question arises how this much milk private companies are there where thy get , what are the <br><br>we still so blank what for we cannot coin any one what is healthy stuff <br><br>a milk consumption each family a 500ml for 2 member reached to 3 to four member do u feel inflation or shame on business done in each cooperative farming highest corruption carried  we say what for media news paper identifying when something rong y dont with a proper technican y dont make each sectors of state district farming document in media as a big task work instead <br><br>we eat broiler chicken as heart attack alilment and what is going on generic drug is not there <br><br>what is india doing looting indian health and business hand over to x and y outsiders <br><br>a population as a district we dont get sufficent milk with cheapest price what for fooling gst or tax forming too fool as british tax<br><br><br>a ,milk pocket should be any form should be price not more than 10 , it is not same as delhi ecnonomy at kanayakumari<br><br>it is not same price as fish in kanyakumari  as ecnomy as in delhi <br><br>all that food hotels price is too much as food"
45,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,"""Spanish bullfighting! The Spanish does it!""<br><br>""But...but..people die in football!""<br><br>""I love biriyani btw.""<br><br>- Another actor with a dumb logic"
46,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,super sir 👍👏👏
48,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,Don't ban rape! Just regulate it!
49,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,Regulate it. ?? Genuine question - <br>How do you plan to make the bull run without provoking it? What will you tame if the bull doesn't want to run ? I don't understand how can one regulate this game?
50,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,"India  now  bad conditions .<br>Rich   people   believe  money , go behind   money <br>not think INDIA."
51,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,"Ban lion killing any animal. Ban driving as many people die. Ban eating vegetables as they are also life, science has proved it now. Oh also when you breathe, every-time millions of bacteria die. Ban breathing. I would suggest you do that first and then ask other to do. 😇"
52,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,"Don’t Just Blame the Police ,This is the system of <a href=""http://www.youtube.com/results?search_query=%23Capitalism"">#Capitalism</a>, system based on money only. It can Kill <a href=""http://www.youtube.com/results?search_query=%23JohnFKennedy"">#JohnFKennedy</a> too.<br>Time to think of <a href=""http://www.youtube.com/results?search_query=%23communism"">#communism</a>!<br><a href=""http://www.youtube.com/results?search_query=%23Kamlkashan"">#Kamlkashan</a> always with truth!"
53,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,"Kamal u have to  talk strong.I don't know why this stupid NDTV AND ENGLISH NEWS CHANNELS behave as if they are English origin.They should realise that they still work for the promotion of  India and its rich traditions and we don't need to follow Somefucking country's laws imposed upon us 400 yrs back. Just turn some 50yrs back we had some  originality remained and now they have taking away all our balanced life with animals in the name of animal welfare. Why dont they try to stop slaughtering our bulls/cows and rehabilitate them..give them new life.Does Ndtv wants all our farm animals to be slaughtered and they can  simply eat paper and computer.Even a child now understands a1 and a2 milk and the political game behind this.NDTV,don't repeat the  same stupid questions to show ur english debating skills ."
54,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,"As a PETA volunteer, let me straighten some things here.<br>First, PETA has been against ALL animal ""sports"" where animals are abused. it includes Rodeo of US , Bull sport of Spain etc. So no double standard.<br>Second, the argument ""what about this country/state doing that"" is not logical defence of animal abuse in jallikattu . Its possbile to oppose this everywhere. But if someone opposes one  while supports other, then they are pushing their agenda, not animal rights. PETA is NOT that, i assure u.<br>Third, struggle in every country depends on how open and free that country is. PETA has maximum demonstrations in US <b>because</b> it is free country which allows protest. So is India. It doesn't mean India is most cruel place for animals. If you say , why don't PETA protest against bakrid in Saudi arabia, that's simply not possible. Not because PETA supports it, but cuz that country has no freedom at all.  Or people may threaten violence against protestors in name of culture etc. We should be thankful that doesnt happen in India (till now)."
55,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,"Mr Hassan, it is possible to criticise jallikattu and also other ""traditions"" where animals are abused/killed. You can criticise double standards of people opposing jallikattu but not the idea that animals shouldn't be abused"
56,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,"Typical whataboutery here. Find any other reason to justify jallikattu Mr Hassan, but culture and tradition can't be one. Also, as a PETA volunteer, I request you to please look at what PETA does and stand for. There is no double standard."
57,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,kamal   is true. ......... true is kamal. .......
58,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,"don't understand why the north news keep repeating 'Tamil sentiment'??? It's Tamil pride and dignity, if you don't have one, it's just too bad,. So, don't complain when us the Tamil have them!"
59,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,Guys .....Kamal ippa pesanumaa illa vendamaa ??? ivar anga 6 naalaa illaama ?? inga vanthuu pesararee - nnu thalli vachiduvoom !! BUT am seeing this in a DIFF VIEW - b'z he has the BRAND VALUE - he is talking for US (STUDENTS) - B'Z ALL THE MEDIA FROM Y'DAY - especially NORTH INDIA MEDIA - made all of US as a ANTI NATIONAL ELEMENTS - HE IS TALKING FOR US - FOR U AND ME !! LET HIM TALK - SEE ALL THE TV CHANNELS BROADCASTING HIS SPEACH - HE IS TALKING FOR US !!! WE NEED THIS KIND OF VOICE - FOR US !! B'Z HIS VOICE WILL HEAR BY MOST OF THE PEOPLE IN INDIA - LET HIM SPEAK
60,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,I thank to Kamal sir behalf of Tamil people
61,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,you no what this media over all bullshirt ...<br>you have to think 1st from last 4000 year it's happening in Tamil Nadu...and the are celebrating this festival. <br>what you no about bull .....<br>this not specifically for Hindus only this festival for all Tamil people<br>I really hate my Indian media by the way
62,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,"mr kamal aways use to say ""i know only cinema"" but he is the one who  always rise voice  against bad things. GOOD INDIAN."
63,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,NDTV is only 1 transparent Media in INDIA. (not like other Paid Media) .
64,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,"YOUR LATE 😇ANDROID JOB😇80%Indians earn 10000-20000 every month👍install 💥CHAMPCASH💥from playstore register with details. Ent Sponsor Id:11402615, dout whats up 9989073304"
65,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,"A young wife has lost her 40 yr old husband who was going to temple this month. A bull from nowhere came & gored him to death because Jallikkattu was held somewhere in that village. Did you or any of your film fraternity come on the road to ask for justice & compensation for her ? Oh that is not a popular thing to do, is it ? In ""Indian"", when someone says, ""ஏழை வாழ்ந்தால் என்ன செத்தா என்னையா"", you take your knife & kill him. Good acting. Claps. First care for Tamilian's life.<br>You film stars are there only because you see it as a good opportune moment to steal the thunder from those students & get a piece of action for yourselves. When 144 farmers committed suicide in the last 3 months because the TN Govt failed to give them compensation for the unprecedented double drought of the year, where were you all & where were your Tamil feelings bro ?<br>You say these deaths can be prevented if proper regulation is done. In the new regulatory act, the path of the bull should not be blocked. How are the common tamilians going to temples or elsewhere safe in that case ?"
66,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,Rationalist for a Reason.
67,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,Well said Kamal Hassan.
68,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,Elephants carry tons of logs in Kerala and Karnataka's forest areas. We can see them carrying those big trees (logs) & doesn't that cruel PETA? Well PETA is more worried only about the Bulls in TN!!!!
69,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,"Aandavar for reason ... கமல்ஹாசன் அப்டினா படத்துல மட்டும் வீரவசனம் பேசிட்டு, கிளைமேக்ஸ்ல சொத்து எழுதி குடுத்துட்டு, அரசியல்வியாதிக்கு எதிரா பேசிட்டு Twitter ல பிஜேபி க்கு ஜால்ரா போடுறவனு நினைச்சியா? நிஜத்துல<br>எங்கேயும் எந்த சூழ்நிலையிலும் மக்களுக்கு சப்போர்ட் பண்றவர் <a href=""http://www.youtube.com/results?search_query=%23%E0%AE%95%E0%AE%AE%E0%AE%B2%E0%AF%8D%E0%AE%B9%E0%AE%BE%E0%AE%9A%E0%AE%A9%E0%AF%8D%E0%AE%9F%E0%AE%BE"">#கமல்ஹாசன்டா</a>..."
70,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,Super :-)
71,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,Good point made here Regulate the traffic.
72,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,really sad decission by the Court.
74,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,"Thanks sir for explaining to National media who doesnt know abt Jallikattu <a href=""http://www.youtube.com/results?search_query=%23Banpeta"">#Banpeta</a>"
75,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,"indha Kamal Hasan oru thamizhaney illanu indhavati proof pannitan, veetukullaye irundhukutu ooruku buthimadhi solludhu yevan ketpaan avan mattundhan ketpan"
76,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,he is not believe in God... because he realised the god...watch Anne sivam
77,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,very soon going against to law citing tradition will become a norm.
78,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,Kamal sir exceptional chat
79,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,"You are great Mr.Kamal...Heritage, Tradition should continues with some regulations if needed. We never gonna give up. No one have the right to ban our 5000 years heritage. Period."
80,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,kamal ji you may start one entertainment show in tamil tvs... it's rocks and God wish you wealth and bless you wealth & prosperity... I am great fan of your way of justifying social acts.. and educate the people of Indias to reflect Indian old culture and rich life in India culture and ancient trends and also try to educate the people to findout local Indian products are more quality and not toxic... why should Indians follow the foreign trends.. is insane... kindly made our India better and great
81,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,"Yes Kamal Hassan is correct! Why to ban it? We can make it legal so that even government will get money. If it becomes legal, then wrong things happening in game will stop. And who is PETA? They are being biggest enemy all over the world against animals. They are double standards people who have only name that supports animals.  Some stupid organization outside India has no dare to come to India. Kick PETA out of India."
82,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,rajini son of bitch .
83,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,Common??? NDTV does not know why this is linked to our price?? Please!!
84,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,where is the fucking human rights?what fuck there are doing?
85,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,Well said Sir 👍👍👍💝  As a Tamizhan   You made US proud Sir 👏👏👍💝
86,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,"Few months before nidi was saying killing cow and eating beef is freedom to chose what to eat, but now saying playing with bull is animal cruelty. Why this double standard Nidi Razadan?"
87,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,"Nidhi paid anchor, paid corrupt media, why PETA could not ban horrible bullfighting in Spain, Peru, France, Venezuela, Colombia and Mexico? Why you all after Jallikattu?"
88,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,Fuck off these damn actors.They didn't initiate this movement then who the hell are these fucking actors to call off protests! Damn all of you actors. Did kamal hassan support by coming down nooo but he was partying with his other prostitute friend rajini at home in AC
89,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,Excellent Sir....well spoke👍🏽
90,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,"I'm a great fan of Kamal ji..must respected individual in my eyes..but I just feel he could've elaborated more on the real intensity of the situation rather than being so haphazard about it..he seems more interested in showing off his American accent rather than reflecting his actual mindset about it,well he does seem very intense in his tweets ahout this uproar.."
91,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,i support jallikattu not only coz it's our tradition but I support bcoz if we let go of our tradition now later on they will band more of our tradition.. and we can't just say yes for everything
92,https://www.youtube.com/watch?v=gA29_21sjvk,Jallikattu,"Don't ban it at all...regulate it, thats fine. it's not only Tamils , its Indias culture!"
